"","gene","symbol","name","regulator_readable","function.","category"
"883","Rv0292","eccE3","Zur","zur","Transcription factor that is activated by and regulates the metabolism of zinc","Metal Related"
"884","Rv0106","Rv0106","Zur","zur","Transcription factor that is activated by and regulates the metabolism of zinc","Metal Related"
"885","Rv0285","PE5","Zur","zur","Transcription factor that is activated by and regulates the metabolism of zinc","Metal Related"
"886","Rv0283","eccB3","Zur","zur","Transcription factor that is activated by and regulates the metabolism of zinc","Metal Related"
"887","Rv2058c","rpmB2","Zur","zur","Transcription factor that is activated by and regulates the metabolism of zinc","Metal Related"
"888","Rv2055c","rpsR2","Zur","zur","Transcription factor that is activated by and regulates the metabolism of zinc","Metal Related"
"889","Rv0282","eccA3","Zur","zur","Transcription factor that is activated by and regulates the metabolism of zinc","Metal Related"
"890","Rv0290","eccD3","Zur","zur","Transcription factor that is activated by and regulates the metabolism of zinc","Metal Related"
"891","Rv2059","Rv2059","Zur","zur","Transcription factor that is activated by and regulates the metabolism of zinc","Metal Related"
"892","Rv0289","espG3","Zur","zur","Transcription factor that is activated by and regulates the metabolism of zinc","Metal Related"
"893","Rv0287","esxG","Zur","zur","Transcription factor that is activated by and regulates the metabolism of zinc","Metal Related"
"894","Rv0281","Rv0281","Zur","zur","Transcription factor that is activated by and regulates the metabolism of zinc","Metal Related"
"895","Rv0284","eccC3","Zur","zur","Transcription factor that is activated by and regulates the metabolism of zinc","Metal Related"
"896","Rv0288","esxH","Zur","zur","Transcription factor that is activated by and regulates the metabolism of zinc","Metal Related"
"897","Rv0286","PPE4","Zur","zur","Transcription factor that is activated by and regulates the metabolism of zinc","Metal Related"
"898","Rv2056c","rpsN2","Zur","zur","Transcription factor that is activated by and regulates the metabolism of zinc","Metal Related"
"899","Rv0291","mycP3","Zur","zur","Transcription factor that is activated by and regulates the metabolism of zinc","Metal Related"
"900","Rv0280","PPE3","Zur","zur","Transcription factor that is activated by and regulates the metabolism of zinc","Metal Related"
"901","Rv2036","Rv2036","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"902","Rv3334","Rv3334","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"903","Rv3167c","Rv3167c","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"904","Rv1169c","lipX","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"905","Rv1585c","Rv1585c","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"906","Rv3463","Rv3463","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"907","Rv0762c","Rv0762c","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"908","Rv2780","ald","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"909","Rv0792c","Rv0792c","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"910","Rv3054c","Rv3054c","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"911","Rv3252c","alkB","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"912","Rv0587","yrbE2A","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"913","Rv0793","Rv0793","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"914","Rv2016","Rv2016","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"915","Rv2035","Rv2035","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"916","Rv3168","Rv3168","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"917","Rv3833","Rv3833","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"918","Rv2012","Rv2012","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"919","Rv0769","Rv0769","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"920","Rv0837c","Rv0837c","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"921","Rv0770","Rv0770","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"922","Rv2619c","Rv2619c","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"923","Rv2662","Rv2662","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"924","Rv1256c","cyp130","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"925","Rv1048c","Rv1048c","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"926","Rv0764c","cyp51","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"927","Rv2912c","Rv2912c","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"928","Rv0836c","Rv0836c","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"929","Rv2622","Rv2622","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"930","Rv0384c","clpB","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"931","Rv0768","aldA","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"932","Rv0763c","Rv0763c","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"933","Rv2621c","Rv2621c","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"934","Rv2620c","Rv2620c","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"935","Rv2913c","Rv2913c","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"936","Rv0771","Rv0771","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"937","Rv1386","PE15","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"938","Rv0790c","Rv0790c","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"939","Rv0331","Rv0331","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"940","Rv1674c","Rv1674c","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"941","Rv1586c","Rv1586c","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"942","Rv2516c","Rv2516c","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"943","Rv1286","Rv1286","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"944","Rv0991c","Rv0991c","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"945","Rv0791c","Rv0791c","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"946","Rv0767c","Rv0767c","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"947","Rv0766c","cyp123","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"948","Rv1895","Rv1895","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"949","Rv2025c","Rv2025c","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"950","Rv0654","Rv0654","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"951","Rv2466c","Rv2466c","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"952","Rv0765c","Rv0765c","Rv0576","Rv0576","Possible ArsR family transcription factor that regulates genes related to virulence","Virulence/Persistence"
"991","Rv0451c","mmpS4","Rv2488c","Rv2488c","LuxR family transcription factor that regulates genes associated with virulence","Virulence/Persistence"
"992","Rv1218c","Rv1218c","Rv2488c","Rv2488c","LuxR family transcription factor that regulates genes associated with virulence","Virulence/Persistence"
"993","Rv3160c","Rv3160c","Rv2488c","Rv2488c","LuxR family transcription factor that regulates genes associated with virulence","Virulence/Persistence"
"994","Rv3159c","PPE53","Rv2488c","Rv2488c","LuxR family transcription factor that regulates genes associated with virulence","Virulence/Persistence"
"995","Rv0452","Rv0452","Rv2488c","Rv2488c","LuxR family transcription factor that regulates genes associated with virulence","Virulence/Persistence"
"996","Rv1219c","Rv1219c","Rv2488c","Rv2488c","LuxR family transcription factor that regulates genes associated with virulence","Virulence/Persistence"
"997","Rv0678","Rv0678","Rv2488c","Rv2488c","LuxR family transcription factor that regulates genes associated with virulence","Virulence/Persistence"
"998","Rv0677c","mmpS5","Rv2488c","Rv2488c","LuxR family transcription factor that regulates genes associated with virulence","Virulence/Persistence"
"999","Rv3161c","Rv3161c","Rv2488c","Rv2488c","LuxR family transcription factor that regulates genes associated with virulence","Virulence/Persistence"
"1000","Rv0676c","mmpL5","Rv2488c","Rv2488c","LuxR family transcription factor that regulates genes associated with virulence","Virulence/Persistence"
"1001","Rv1217c","Rv1217c","Rv2488c","Rv2488c","LuxR family transcription factor that regulates genes associated with virulence","Virulence/Persistence"
"1002","Rv1216c","Rv1216c","Rv2488c","Rv2488c","LuxR family transcription factor that regulates genes associated with virulence","Virulence/Persistence"
"1012","Rv3149","nuoE","Mce1R","mce1R","Transcription factor that regulates the mce1 virulence operon","Virulence/Persistence"
"1013","Rv3146","nuoB","Mce1R","mce1R","Transcription factor that regulates the mce1 virulence operon","Virulence/Persistence"
"1014","Rv0171","mce1C","Mce1R","mce1R","Transcription factor that regulates the mce1 virulence operon","Virulence/Persistence"
"1015","Rv3148","nuoD","Mce1R","mce1R","Transcription factor that regulates the mce1 virulence operon","Virulence/Persistence"
"1016","Rv3147","nuoC","Mce1R","mce1R","Transcription factor that regulates the mce1 virulence operon","Virulence/Persistence"
"1017","Rv0173","lprK","Mce1R","mce1R","Transcription factor that regulates the mce1 virulence operon","Virulence/Persistence"
"1018","Rv3152","nuoH","Mce1R","mce1R","Transcription factor that regulates the mce1 virulence operon","Virulence/Persistence"
"1019","Rv3156","nuoL","Mce1R","mce1R","Transcription factor that regulates the mce1 virulence operon","Virulence/Persistence"
"1020","Rv0172","mce1D","Mce1R","mce1R","Transcription factor that regulates the mce1 virulence operon","Virulence/Persistence"
"1021","Rv0170","mce1B","Mce1R","mce1R","Transcription factor that regulates the mce1 virulence operon","Virulence/Persistence"
"1022","Rv0168","yrbE1B","Mce1R","mce1R","Transcription factor that regulates the mce1 virulence operon","Virulence/Persistence"
"1023","Rv3151","nuoG","Mce1R","mce1R","Transcription factor that regulates the mce1 virulence operon","Virulence/Persistence"
"1024","Rv0169","mce1A","Mce1R","mce1R","Transcription factor that regulates the mce1 virulence operon","Virulence/Persistence"
"1025","Rv3154","nuoJ","Mce1R","mce1R","Transcription factor that regulates the mce1 virulence operon","Virulence/Persistence"
"1026","Rv3150","nuoF","Mce1R","mce1R","Transcription factor that regulates the mce1 virulence operon","Virulence/Persistence"
"1054","Rv0405","pks6","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1055","Rv0113","gmhA","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1056","Rv3260c","whiB2","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1057","Rv3902c","Rv3902c","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1058","Rv1507c","Rv1507c","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1059","Rv0404","fadD30","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1060","Rv3114","Rv3114","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1061","Rv1507A","Rv1507A","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1062","Rv3378c","Rv3378c","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1063","Rv3528c","Rv3528c","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1064","Rv1505c","Rv1505c","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1065","Rv0451c","mmpS4","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1066","Rv2808","Rv2808","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1067","Rv3377c","Rv3377c","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1068","Rv2022c","Rv2022c","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1069","Rv2491","Rv2491","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1070","Rv2338c","moeW","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1071","Rv2949c","Rv2949c","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1072","Rv0469","umaA","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1073","Rv1500","Rv1500","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1074","Rv1506c","Rv1506c","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1075","Rv2929","Rv2929","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1076","Rv0988","Rv0988","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1077","Rv1502","Rv1502","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1078","Rv3424c","Rv3424c","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1079","Rv2492","Rv2492","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1080","Rv2107","PE22","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1081","Rv2959c","Rv2959c","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1082","Rv2336","Rv2336","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1083","Rv3426","PPE58","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1084","Rv0112","gca","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1085","Rv0987","Rv0987","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1086","Rv2108","PPE36","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1087","Rv2928","tesA","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1088","Rv3473c","bpoA","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1089","Rv0986","Rv0986","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1090","Rv2956","Rv2956","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1091","Rv1948c","Rv1948c","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1092","Rv0455c","Rv0455c","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1093","Rv3425","PPE57","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1094","Rv1501","Rv1501","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1095","Rv3109","moaA1","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1096","Rv2307B","Rv2307B","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1097","Rv3429","PPE59","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1098","Rv0032","bioF2","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1099","Rv1574","Rv1574","Lsr2","lsr2","Sequence independent transcription factor that controls a wide variety of genes","Antibiotic"
"1216","Rv2399c","cysT","WhiB4/IdeR","whiB4 or ideR","iModulon that maps to the union of the Rv3681c and Rv2711 regulons","Redox"
"1217","Rv3054c","Rv3054c","WhiB4/IdeR","whiB4 or ideR","iModulon that maps to the union of the Rv3681c and Rv2711 regulons","Redox"
"1218","Rv3463","Rv3463","WhiB4/IdeR","whiB4 or ideR","iModulon that maps to the union of the Rv3681c and Rv2711 regulons","Redox"
"1219","Rv1909c","furA","WhiB4/IdeR","whiB4 or ideR","iModulon that maps to the union of the Rv3681c and Rv2711 regulons","Redox"
"1220","Rv3862c","whiB6","WhiB4/IdeR","whiB4 or ideR","iModulon that maps to the union of the Rv3681c and Rv2711 regulons","Redox"
"1221","Rv0142","Rv0142","WhiB4/IdeR","whiB4 or ideR","iModulon that maps to the union of the Rv3681c and Rv2711 regulons","Redox"
"1222","Rv3839","Rv3839","WhiB4/IdeR","whiB4 or ideR","iModulon that maps to the union of the Rv3681c and Rv2711 regulons","Redox"
"1223","Rv1673c","Rv1673c","WhiB4/IdeR","whiB4 or ideR","iModulon that maps to the union of the Rv3681c and Rv2711 regulons","Redox"
"1224","Rv1471","trxB1","WhiB4/IdeR","whiB4 or ideR","iModulon that maps to the union of the Rv3681c and Rv2711 regulons","Redox"
"1225","Rv3840","Rv3840","WhiB4/IdeR","whiB4 or ideR","iModulon that maps to the union of the Rv3681c and Rv2711 regulons","Redox"
"1226","Rv2466c","Rv2466c","WhiB4/IdeR","whiB4 or ideR","iModulon that maps to the union of the Rv3681c and Rv2711 regulons","Redox"
"1227","Rv0140","Rv0140","WhiB4/IdeR","whiB4 or ideR","iModulon that maps to the union of the Rv3681c and Rv2711 regulons","Redox"
"1228","Rv2123","PPE37","WhiB4/IdeR","whiB4 or ideR","iModulon that maps to the union of the Rv3681c and Rv2711 regulons","Redox"
"1229","Rv1528c","papA4","WhiB4/IdeR","whiB4 or ideR","iModulon that maps to the union of the Rv3681c and Rv2711 regulons","Redox"
"1230","Rv2398c","cysW","WhiB4/IdeR","whiB4 or ideR","iModulon that maps to the union of the Rv3681c and Rv2711 regulons","Redox"
"1231","Rv0816c","thiX","WhiB4/IdeR","whiB4 or ideR","iModulon that maps to the union of the Rv3681c and Rv2711 regulons","Redox"
